sidx,skey,sday,sclose,sopen,shigh,slow,svol,syest,splus,sallvol,scom,sfor,scoms
3622,20060629,2006-06-29,68800,65800,72800,65100,238223,64500,4300,238223,-45570,57988,180235
3621,20060630,2006-06-30,73300,71700,74300,71300,213699,68800,4500,213699,-9123,76935,136764
3620,20060703,2006-07-03,74000,73800,74500,70000,86081,73300,700,86081,-18140,34562,51519
3619,20060704,2006-07-04,74600,74600,75700,73000,93158,74000,600,93158,2304,26060,64794
3618,20060705,2006-07-05,75700,74400,77200,73400,93118,74600,1100,93118,12318,-2060,80800
3617,20060706,2006-07-06,75700,76300,76500,73000,99147,75700,0,99147,-4832,14614,84533
3616,20060707,2006-07-07,77500,77600,79000,76200,180205,75700,1800,180205,12819,12714,154672
3615,20060710,2006-07-10,79900,76200,79900,75100,90461,77500,2400,90461,-14964,30900,59561
3614,20060711,2006-07-11,77100,79800,79900,77000,110358,79900,-2800,110358,-54613,35631,74727
3613,20060712,2006-07-12,75500,77200,78300,75300,64024,77100,-1600,64024,-17650,-10219,64024
3612,20060713,2006-07-13,74000,75000,77300,73600,89495,75500,-1500,89495,-24890,7142,82353
3611,20060714,2006-07-14,72000,74000,74000,71700,129657,74000,-2000,129657,-18738,5645,124012
3610,20060718,2006-07-18,68000,70200,71700,67600,67072,72000,-4000,67072,-2423,-16993,67072
3609,20060719,2006-07-19,68000,68100,69900,67500,81586,68000,0,81586,1340,-12169,80246
3608,20060720,2006-07-20,72000,70800,72000,69600,165014,68000,4000,165014,-2279,-18391,165014
3607,20060721,2006-07-21,70700,69100,71300,69100,71113,72000,-1300,71113,-4712,-30656,71113
3606,20060724,2006-07-24,68800,69300,69600,67800,108170,70700,-1900,108170,-19344,-29032,108170
3605,20060725,2006-07-25,68100,69000,69700,68000,135613,68800,-700,135613,-24193,-24769,135613
3604,20060726,2006-07-26,66900,68100,68800,66900,244063,68100,-1200,244063,-8256,-103005,244063
3603,20060727,2006-07-27,68000,67000,68600,67000,150235,66900,1100,150235,10188,-37406,140047
3602,20060728,2006-07-28,69200,68100,69500,67400,121631,68000,1200,121631,9240,-5903,112391
3601,20060731,2006-07-31,69400,70400,71000,69200,98392,69200,200,98392,-9549,9706,88686
3600,20060801,2006-08-01,67400,69200,70200,67400,103555,69400,-2000,103555,-1674,-4890,103555
3599,20060802,2006-08-02,67700,67400,68500,67400,71538,67400,300,71538,-17072,-12751,71538
3598,20060803,2006-08-03,70500,69700,71100,69400,164788,67700,2800,164788,23939,-6184,140849
3597,20060804,2006-08-04,72500,72200,73000,71400,145061,70500,2000,145061,49552,15932,79577
3596,20060807,2006-08-07,71200,73300,73500,71200,95308,72500,-1300,95308,-11915,18491,76817
3595,20060808,2006-08-08,72000,71200,72400,70800,72415,71200,800,72415,10267,-5050,62148
3594,20060809,2006-08-09,72800,71300,73900,70200,71520,72000,800,71520,17150,159,54211
3593,20060810,2006-08-10,70500,72900,72900,69200,128856,72800,-2300,128856,1314,-46858,127542
3592,20060811,2006-08-11,68900,71300,71500,68900,118454,70500,-1600,118454,-17686,-27729,118454
3591,20060814,2006-08-14,69200,69200,70100,68700,48703,68900,300,48703,3741,-4564,44962
3590,20060816,2006-08-16,71400,70000,71500,69500,110571,69200,2200,110571,884,3874,105813
3589,20060817,2006-08-17,73500,72400,73800,72200,159451,71400,2100,159451,7276,33905,118270
3588,20060818,2006-08-18,72500,74000,74200,72100,117594,73500,-1000,117594,-11048,-9556,117594
3587,20060821,2006-08-21,72800,73500,73800,72300,130911,72500,300,130911,25661,-25322,105250
3586,20060822,2006-08-22,74800,73800,75200,72600,121060,72800,2000,121060,37659,-8416,83401
3585,20060823,2006-08-23,74300,74200,74900,73500,88182,74800,-500,88182,9287,-24150,78895
3584,20060824,2006-08-24,73500,73800,74100,72300,68401,74300,-800,68401,10960,-2484,57441
3583,20060825,2006-08-25,76000,74000,76900,73800,169137,73500,2500,169137,24930,26326,117881
3582,20060828,2006-08-28,76900,76600,77100,75400,83274,76000,900,83274,19563,-4423,63711
3581,20060829,2006-08-29,75700,77000,77200,75500,96660,76900,-1200,96660,27466,-25489,69194
3580,20060830,2006-08-30,76000,76300,76300,75500,71800,75700,300,71800,-5120,-8233,71800
3579,20060831,2006-08-31,74800,76100,76500,74600,187820,76000,-1200,187820,-17955,-35952,187820
3578,20060901,2006-09-01,73500,75000,75000,73100,208750,74800,-1300,208750,18691,-90314,190059
3577,20060904,2006-09-04,74000,74000,74000,72300,220711,73500,500,220711,1408,-49987,219303
3576,20060905,2006-09-05,74900,73400,75300,73200,163003,74000,900,163003,-19338,1332,161671
3575,20060906,2006-09-06,73200,74600,75200,73200,163321,74900,-1700,163321,38321,-44431,125000
3574,20060907,2006-09-07,72500,72300,72700,72000,99955,73200,-700,99955,5934,-41233,94021
3573,20060908,2006-09-08,72000,72200,72900,72000,112553,72500,-500,112553,-9426,-43426,112553
3572,20060911,2006-09-11,71600,72500,73400,71400,125575,72000,-400,125575,22109,-26159,103466
3571,20060912,2006-09-12,70800,71800,72900,70100,109285,71600,-800,109285,-12195,-35784,109285
3570,20060913,2006-09-13,70800,71800,72000,70800,97034,70800,0,97034,6258,12513,78263
3569,20060914,2006-09-14,73700,71400,73700,70800,133436,70800,2900,133436,41650,20719,71067
3568,20060915,2006-09-15,72500,73000,73500,72300,85252,73700,-1200,85252,-18015,-9767,85252
3567,20060918,2006-09-18,72100,72200,72800,71200,98225,72500,-400,98225,10041,-2515,88184
3566,20060919,2006-09-19,73600,72600,74300,72600,144609,72100,1500,144609,15036,14694,114879
3565,20060920,2006-09-20,72000,73600,73600,71600,68364,73600,-1600,68364,-16629,-9352,68364
3564,20060921,2006-09-21,70800,72300,73000,70700,160433,72000,-1200,160433,16607,-79837,143826
3563,20060922,2006-09-22,68600,70700,70700,68400,187287,70800,-2200,187287,-46347,-28005,187287
3562,20060925,2006-09-25,68500,68000,69400,67900,119964,68600,-100,119964,-13630,-33727,119964
3561,20060926,2006-09-26,67300,68500,69100,67200,145958,68500,-1200,145958,-13146,-19649,145958
3560,20060927,2006-09-27,67500,67500,69700,67200,202335,67300,200,202335,13468,-47683,188867
3559,20060928,2006-09-28,67700,68100,68500,67600,114029,67500,200,114029,6303,-58435,107726
3558,20060929,2006-09-29,68000,68500,69300,68000,193962,67700,300,193962,20493,-76838,173469
3557,20061002,2006-10-02,67800,68200,68600,67600,126579,68000,-200,126579,5370,-21336,121209
3556,20061004,2006-10-04,66500,67500,68400,66500,164125,67800,-1300,164125,-6212,-18458,164125
3555,20061009,2006-10-09,65400,67000,67900,64900,246081,66500,-1100,246081,1784,62677,181620
3554,20061010,2006-10-10,66000,65700,67400,65700,128313,65400,600,128313,-12644,8566,119747
3553,20061011,2006-10-11,64500,65600,66400,63900,250882,66000,-1500,250882,12154,-79199,238728
3552,20061012,2006-10-12,67000,64800,67600,64800,322021,64500,2500,322021,55461,102,266458
3551,20061013,2006-10-13,70400,68300,71200,67900,322491,67000,3400,322491,76157,64693,181641
3550,20061016,2006-10-16,71400,71000,71600,70000,137203,70400,1000,137203,-1911,4648,132555
3549,20061017,2006-10-17,70500,71700,72300,69600,190942,71400,-900,190942,20431,14335,156176
3548,20061018,2006-10-18,69000,70000,70200,68700,242188,70500,-1500,242188,24539,-38133,217649
3547,20061019,2006-10-19,69100,69100,70500,69000,103739,69000,100,103739,-14777,-2224,103739
3546,20061020,2006-10-20,72000,70300,72400,69900,164520,69100,2900,164520,47932,12974,103614
3545,20061023,2006-10-23,72000,72000,72700,71400,108183,72000,0,108183,36031,-10632,72152
3544,20061024,2006-10-24,75000,72600,75400,72400,352043,72000,3000,352043,66423,94984,190636
3543,20061025,2006-10-25,76400,75400,76500,74700,191207,75000,1400,191207,28885,45114,117208
3542,20061026,2006-10-26,78400,76900,78800,76500,359769,76400,2000,359769,20839,94696,244234
3541,20061027,2006-10-27,78600,78000,78600,76500,138953,78400,200,138953,-23,29918,109035
3540,20061030,2006-10-30,77000,78900,78900,76500,125814,78600,-1600,125814,22606,2519,100689
3539,20061031,2006-10-31,78900,77000,79600,76900,275632,77000,1900,275632,-33625,25292,250340
3538,20061101,2006-11-01,78100,78900,79000,75900,193811,78900,-800,193811,48479,-56399,145332
3537,20061102,2006-11-02,81700,76900,82000,76900,235744,78100,3600,235744,9006,54830,171908
3536,20061103,2006-11-03,82000,82000,82200,81000,247728,81700,300,247728,-112311,105974,141754
3535,20061106,2006-11-06,80800,82200,82200,80200,138097,82000,-1200,138097,-31852,45625,92472
3534,20061107,2006-11-07,82600,81800,82600,81100,100192,80800,1800,100192,-18544,24311,75881
3533,20061108,2006-11-08,79000,82400,83400,79000,69436,82600,-3600,69436,-19453,4807,64629
3532,20061109,2006-11-09,80000,78500,80000,77100,132060,79000,1000,132060,115,23786,108159
3531,20061110,2006-11-10,79300,80200,80200,78800,52763,80000,-700,52763,12250,-12028,40513
3530,20061113,2006-11-13,78600,78700,79500,77900,66620,79300,-700,66620,3415,-9692,63205
3529,20061114,2006-11-14,81000,78800,81100,78400,74256,78600,2400,74256,-16378,15341,58915
3528,20061115,2006-11-15,80800,81000,81300,80100,78293,81000,-200,78293,-23269,24560,53733
3527,20061116,2006-11-16,80800,81000,81200,79900,117270,80800,0,117270,-44858,54034,63236
3526,20061117,2006-11-17,80800,81000,81000,80200,109433,80800,0,109433,-19818,18744,90689
3525,20061120,2006-11-20,78000,80300,80400,77600,143633,80800,-2800,143633,-26749,-4730,143633
3524,20061121,2006-11-21,77300,77200,77700,76000,123993,78000,-700,123993,36103,-44142,87890
3523,20061122,2006-11-22,77200,76600,78400,76600,77451,77300,-100,77451,5942,-25744,71509
3522,20061123,2006-11-23,79000,77300,79000,77000,96022,77200,1800,96022,17741,-15739,78281
3521,20061124,2006-11-24,77800,78600,79000,77200,133938,79000,-1200,133938,29956,-62101,103982
3520,20061127,2006-11-27,77000,77200,77600,75900,160206,77800,-800,160206,1810,-45769,158396
3519,20061128,2006-11-28,78000,75700,78500,75600,140629,77000,1000,140629,9234,-5563,131395
3518,20061129,2006-11-29,82000,78000,82000,78000,134095,78000,4000,134095,54748,6924,72423
3517,20061130,2006-11-30,83000,81000,84700,80800,188467,82000,1000,188467,58464,10975,119028
3516,20061201,2006-12-01,83800,83000,84700,82300,78027,83000,800,78027,-2091,22046,55981
3515,20061204,2006-12-04,80400,83800,83800,80100,84743,83800,-3400,84743,-11559,-20846,84743
3514,20061205,2006-12-05,83500,81500,83700,80800,90962,80400,3100,90962,-4735,48737,42225
3513,20061206,2006-12-06,83500,83400,84300,81400,94306,83500,0,94306,-19870,30131,64175
3512,20061207,2006-12-07,86200,83500,86700,83500,141294,83500,2700,141294,-7315,44722,96572
3511,20061208,2006-12-08,85600,86300,87200,84000,135792,86200,-600,135792,-49600,80829,54963
3510,20061211,2006-12-11,84900,85600,86300,84300,51432,85600,-700,51432,-13603,24606,26826
