상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,행정동코드,행정동명,도로명주소,lon,lat
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611035000,장군면,"세종특별자치시 장군면 봉안산소골길 17, (봉안리)",127.2218583,36.5005271
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611052000,도담동,"세종특별자치시 보람로 95, (도담동, 도램마을중흥그린카운티13단지)",127.2614137,36.51633355
D,소매,D15,가구소매,D15A01,일반가구소매,G47520,가구 소매업,3611034000,금남면,"세종특별자치시 금남면 성강길 257-13, (성강리)",127.2478791,36.42652321
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 신안새동네길 31, (신안리)",127.2904835,36.6144717
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안1길 25, (명리)",127.3021835,36.60007643
D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,3611051500,새롬동,"세종특별자치시 한누리대로 207, (나성동)",127.2596973,36.48318507
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051000,한솔동,"세종특별자치시 노을3로 19, 201동  (한솔동, 첫마을퍼스트프라임2단지)",127.260071,36.48143901
D,소매,D18,사진/광학/정밀기기소매,D18A03,카메라판매,G47823,사진기 및 사진용품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 군청로 94, (죽림리)",127.2936963,36.59314121
Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,3611037000,전의면,"세종특별자치시 전의면 장터길 14, (읍내리)",127.2052777,36.67860363
F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,차량용 주유소 운영업,3611034000,금남면,"세종특별자치시 금남면 대평시장1길 18, (용포리)",127.2822002,36.4670194
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611036000,연서면,"세종특별자치시 연서면 봉암길 77-8, (봉암리)",127.2861476,36.55847176
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 큰말2길 7, (신흥리)",127.289349,36.59556666
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611032000,연동면,"세종특별자치시 연동면 청연로 240, (응암리)",127.3494,36.53557324
R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,3611033000,부강면,"세종특별자치시 부강면 부강3길 29-11, (부강리, 청솔아파트)",127.3640099,36.52982115
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 내창2길 30, (서창리)",127.2900726,36.60807971
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 장터길 19, (읍내리)",127.2056585,36.67856111
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611033000,부강면,"세종특별자치시 부강면 부강2길 11, (부강리)",127.3668079,36.53042183
R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 77, (죽림리)",127.2961795,36.59537287
F,생활서비스,F01,이/미용/건강,F01A04,남성미용실,S96111,이용업,3611033000,부강면,"세종특별자치시 부강면 부강로 64, (부강리)",127.3654935,36.53137915
D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,그외 기타 분류안된 가정용품 소매업,3611033000,부강면,"세종특별자치시 부강면 시장1길 24-5, (부강리)",127.3692521,36.52921813
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 8, (원리)",127.299436,36.60108769
Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 13-11, (원리)",127.300107,36.60104657
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 부강신대길 35, (부강리)",127.3611446,36.53197778
D,소매,D10,건강/미용식품,D10A04,건강식품판매,G47216,건강보조식품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 17-3, (명리)",127.301522,36.60030687
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내2길 32, (남리)",127.3006499,36.59662483
N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 17, (교리)",127.2988197,36.60249896
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611036000,연서면,"세종특별자치시 연서면 고복오봉산길 18, (고복리)",127.2551188,36.6080466
D,소매,D05,의복의류,D05A18,섬유/직물/주단,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 10, (원리)",127.3011034,36.60087217
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611052000,도담동,"세종특별자치시 다솜로 290, (어진동, 한뜰마을더샵레이크파크3단지)",127.2729807,36.50558097
D,소매,D01,음/식료품소매,D01A06,육류소매,G47212,육류 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 7, (원리)",127.2996035,36.60110669
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 봉암길 77-8, (봉암리)",127.2861476,36.55847176
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 산학리길 16-4, (은용리)",127.2147091,36.49329755
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 청연로 133, (부강리)",127.3606366,36.53263295
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611033000,부강면,"세종특별자치시 부강면 부강로 42, (부강리)",127.3660987,36.52974215
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611033000,부강면,"세종특별자치시 부강면 부강4길 14, (부강리)",127.3678234,36.52912946
Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화2길 68, (침산리)",127.288747,36.60270963
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611038000,전동면,"세종특별자치시 전동면 모시터길 41, (송곡리)",127.2709685,36.62714197
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 봉신길 149, (신안리)",127.2860775,36.61584225
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611033000,부강면,"세종특별자치시 부강면 부촌길 51, (부강리)",127.3662038,36.5305538
D,소매,D12,가전제품소매,D12A01,일반가전제품,G47320,가전제품 소매업,3611034000,금남면,"세종특별자치시 금남면 대평시장1길 11, (용포리)",127.2818589,36.46652167
F,생활서비스,F14,자동차/이륜차,F14A02,자전거판매/수리,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 37, (정리)",127.3005001,36.59959793
F,생활서비스,F01,이/미용/건강,F01A04,남성미용실,S96111,이용업,3611025000,조치원읍,"세종특별자치시 조치원읍 이화로 6-1, (신흥리)",127.2883076,36.59456911
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 165, (교리)",127.2969954,36.60645352
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611034000,금남면,"세종특별자치시 금남면 용포느티나무길 22, (용포리)",127.2820591,36.46538733
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 산막2길 7, (죽림리, 신동아)",127.2968029,36.59318662
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 신안새동네길 31, (신안리)",127.2904835,36.6144717
Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 섭골길 97, (신안리)",127.2854587,36.61868634
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 당산로 362, (봉암리)",127.2834628,36.56371874
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,3611033000,부강면,"세종특별자치시 부강면 부강1길 17, (부강리)",127.3668367,36.53099876
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 159, (침산리, 욱일2차)",127.2941772,36.60292216
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611031000,연기면,"세종특별자치시 연기면 교촌3길 11, (연기리)",127.2808027,36.54336235
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611032000,연동면,"세종특별자치시 연동면 청연로 764, (노송리)",127.3233439,36.5716481
D,소매,D10,건강/미용식품,D10A04,건강식품판매,G47216,건강보조식품 소매업,3611033000,부강면,"세종특별자치시 부강면 부촌길 32, (부강리)",127.3674317,36.52923553
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 신안새동네길 26-13, (신안리)",127.2912141,36.61526009
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611032000,연동면,"세종특별자치시 연동면 예양길 2, (예양리)",127.3231407,36.57316999
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복5길 16, (침산리)",127.2914894,36.60471763
Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 122, (교리)",127.2981568,36.60287356
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 부촌길 28-5, (부강리)",127.3678026,36.5289491
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 27, (정리)",127.2999529,36.59954966
D,소매,D25,기타판매업,D25A15,농기구판매,G47512,기계공구 소매업,3611032000,연동면,"세종특별자치시 연동면 청연로 380, (응암리)",127.3363022,36.5418817
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611037000,전의면,"세종특별자치시 전의면 북암천길 1, (읍내리)",127.2055148,36.67947936
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원5길 31, (교리)",127.2988736,36.60271556
Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,3611033000,부강면,"세종특별자치시 부강면 부촌길 48, (부강리)",127.3665277,36.53054651
Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,3611038000,전동면,"세종특별자치시 전동면 세종로 3281, (석곡리)",127.2471321,36.66263608
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원8길 30, (정리)",127.3005723,36.60027426
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 16, (원리)",127.2994935,36.60091679
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611025000,조치원읍,"세종특별자치시 조치원읍 새내16길 5, (교리)",127.2979003,36.60404362
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 42, (원리)",127.3002066,36.60239896
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내16길 66-4, (평리)",127.3011411,36.60412575
Q,음식,Q01,한식,Q01A10,쌈밥전문,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 금병로 993, (부용리)",127.3489471,36.49899017
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 오대길 8, (부강리)",127.3701044,36.52877202
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611038000,전동면,"세종특별자치시 전동면 전동로 30, (노장리)",127.2687981,36.65567865
Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 87-3, (용포리)",127.2811565,36.46646337
F,생활서비스,F14,자동차/이륜차,F14A03,오토바이판매/수리,,,3611033000,부강면,"세종특별자치시 부강면 시장길 17, (부강리)",127.368422,36.5283035
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611025000,조치원읍,"세종특별자치시 조치원읍 도원2로 36, (신흥리)",127.2873713,36.59307653
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 만세길 16-1, (읍내리)",127.2041381,36.67844281
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611025000,조치원읍,"세종특별자치시 조치원읍 신흥샛터길 6, (신흥리)",127.2909674,36.59702724
D,소매,D25,기타판매업,D25A10,가정용연료소매,G47723,가정용 가스연료 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 내창1길 9, (서창리)",127.2907264,36.60747979
D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원5길 5, (원리)",127.2992077,36.60161806
F,생활서비스,F01,이/미용/건강,F01A04,남성미용실,S96111,이용업,3611033000,부강면,"세종특별자치시 부강면 부촌길 12, (부강리)",127.3684833,36.52762791
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 60, (남리)",127.2989912,36.59712877
D,소매,D05,의복의류,D05A02,캐쥬얼/스포츠의류,G47416,셔츠 및 기타 의복 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원5길 2, (원리)",127.2993644,36.60159194
Q,음식,Q03,일식/수산물,Q03A06,아구전문,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 청연로 133, (부강리)",127.3606366,36.53263295
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 193, (침산리)",127.2939176,36.60566028
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611033000,부강면,"세종특별자치시 부강면 부강5길 13, (부강리)",127.3683523,36.52862758
D,소매,D01,음/식료품소매,D01A07,반찬가게,G47219,기타 식료품 소매업,3611034000,금남면,"세종특별자치시 금남면 금남구즉로 1, (용포리)",127.2818981,36.46832436
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내7길 10, (정리)",127.2978874,36.5993032
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포2길 70, (용포리, 두진리버빌)",127.2790467,36.46295388
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611035000,장군면,"세종특별자치시 장군면 장척로 407, (도계리)",127.2057368,36.49751894
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611033000,부강면,"세종특별자치시 부강면 오대길 5, (부강리)",127.3700962,36.52840248
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 죽림본로 48-5, (죽림리)",127.2929092,36.59121697
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복4길 35, (침산리)",127.2936347,36.60480246
Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,3611033000,부강면,"세종특별자치시 부강면 오대길 5, (부강리)",127.3700962,36.52840248
D,소매,D05,의복의류,D05A04,여성내의전문점,G47415,내의 소매업,3611051500,새롬동,"세종특별자치시 한누리대로 193, (나성동)",127.2605003,36.48207253
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 16, (원리)",127.2994935,36.60091679
Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 터미널안길 38, (상리)",127.304473,36.60152273
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내1길 12, (남리)",127.2983252,36.59662919
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 14, (정리)",127.3009625,36.6003847
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 208-1, (원리)",127.2972807,36.60088574
Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 세종로 2639, (신안리)",127.2880984,36.61976556
R,학문/교육,R04,학원-어학,R04A02,학원-어린이영어,P85502,외국어학원,3611051000,한솔동,"세종특별자치시 누리로 28, (한솔동, 첫마을힐스테이트6단지)",127.2546661,36.47481744
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복4길 29, (침산리)",127.2930208,36.60471771
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 봉안산소골길 3, (봉안리)",127.2206168,36.49966284
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611033000,부강면,"세종특별자치시 부강면 부강금호로 312, (금호리)",127.3572353,36.50371246
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611025000,조치원읍,"세종특별자치시 조치원읍 섭골길 74, (신안리)",127.2870962,36.61690276
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 159, (침산리, 욱일2차)",127.2941772,36.60292216
D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,안경 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원2길 5, (원리)",127.2975925,36.60101375
Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 번영1길 5, (남리)",127.2992435,36.5964183
D,소매,D06,가방/신발/액세서리,D06A07,양품점,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",3611037000,전의면,"세종특별자치시 전의면 만세길 21-1, (읍내리)",127.2040992,36.67896524
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 사덕골길 166, (금암리)",127.2125696,36.4598572
R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,일반 교과 학원,3611051000,한솔동,"세종특별자치시 노을3로 19, 201동  (한솔동, 첫마을퍼스트프라임2단지)",127.2600121,36.4817721
Q,음식,Q09,유흥주점,Q09A02,소주방/포장마차,I56219,기타 주점업,3611035000,장군면,"세종특별자치시 장군면 봉안산소골길 15, (봉안리)",127.2217482,36.50038218
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 내창1길 34-1, (서창리)",127.2900573,36.60852121
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611038000,전동면,"세종특별자치시 전동면 심동로 104, (심중리)",127.2788414,36.65576691
Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복13길 15, (침산리)",127.2935775,36.60494632
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 부강행산로 15, (부강리)",127.3600996,36.53410807
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611033000,부강면,"세종특별자치시 부강면 시장길 26-1, (부강리)",127.3683386,36.52894293
F,생활서비스,F02,세탁/가사서비스,F02A02,신발세탁,S96912,가정용 세탁업,3611033000,부강면,"세종특별자치시 부강면 부촌길 22, (부강리)",127.36804,36.52858987
Q,음식,Q01,한식,Q01A16,보리밥전문,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 당산로 283, (봉암리)",127.2781267,36.55848656
F,생활서비스,F14,자동차/이륜차,F14A02,자전거판매/수리,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내6길 48, (남리)",127.3012921,36.59853014
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 대학길 214-3, (금암리)",127.2120607,36.45723128
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611035000,장군면,"세종특별자치시 장군면 대교길 34-24, (대교리)",127.2125947,36.5014937
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611034000,금남면,"세종특별자치시 금남면 대평시장1길 18, (용포리)",127.2822002,36.4670194
Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,3611052000,도담동,"세종특별자치시 절재로 154, (어진동)",127.2588522,36.50746771
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 죽림로 45, (죽림리)",127.2964987,36.59222053
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611054000,종촌동,"세종특별자치시 도움3로 159, (종촌동, 가재마을중흥S클래스3단지)",127.2437487,36.50393027
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 산학리길 14, (은용리)",127.2155136,36.49321272
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 섭골길 35-1, (서창리)",127.2895273,36.61390725
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원8길 30, (정리)",127.3005723,36.60027426
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611054000,종촌동,"세종특별자치시 달빛로 80, (종촌동, 가재마을중흥S클래스12단지)",127.2502883,36.50529633
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611036000,연서면,"세종특별자치시 연서면 당산로 351, (봉암리)",127.2827549,36.56294845
D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,건강보조식품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 산막2길 7, (죽림리, 신동아)",127.2968029,36.59318662
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원8길 30, (정리)",127.3005723,36.60027426
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611033000,부강면,"세종특별자치시 부강면 부강로 34, (부강리)",127.3664821,36.52929357
F,생활서비스,F09,대중목욕탕/휴게,F09A01,욕탕업-종합,S96121,욕탕업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 59, (남리)",127.3021941,36.59641759
Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원7길 16, (원리)",127.300633,36.60221221
Q,음식,Q03,일식/수산물,Q03A09,조개구이전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화길 17, (침산리)",127.2896224,36.60110169
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 31, (번암리)",127.2950452,36.58491215
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611033000,부강면,"세종특별자치시 부강면 부강4길 19, (부강리)",127.3683218,36.52963678
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611032000,연동면,"세종특별자치시 연동면 청연로 244-1, (응암리)",127.3489077,36.5356787
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 193, (침산리)",127.2939176,36.60566028
Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 대평시장1길 9, (용포리)",127.2818048,36.4663411
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 104-1, (용포리)",127.2820024,36.46790141
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611033000,부강면,"세종특별자치시 부강면 부강신대길 53, (부강리, 삼호)",127.3634687,36.53180996
Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원로 64-1, (상리)",127.3036376,36.6024461
Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,3611034000,금남면,"세종특별자치시 금남면 도남1길 139-49, (도남리)",127.2303438,36.4472929
F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,차량용 주유소 운영업,3611025000,조치원읍,"세종특별자치시 조치원읍 세종로 2749, (신안리)",127.2879262,36.63119178
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 읍내길 7, (읍내리)",127.2044016,36.68002165
Q,음식,Q05,닭/오리요리,Q05A09,오리고기전문,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1292, (읍내리)",127.193572,36.68101221
