시군구,단지명,전용면적(㎡),거래금액(만원),층,계약년월,계약일,분/입구분,해제사유발생일
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,686",12,201703,28,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,486",13,201703,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        38,789",29,201703,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,586",16,201703,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,978",14,201703,30,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,536",15,201704,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,886",8,201704,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,086",7,201704,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,487",14,201704,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        34,979",13,201704,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,486",9,201704,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,486",12,201704,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,578",17,201704,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,286",28,201704,6,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        26,387",6,201704,6,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,386",18,201704,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        33,889",12,201704,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,286",21,201704,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        24,986",2,201704,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        31,868",2,201704,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        43,579",19,201704,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        23,287",1,201704,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,186",10,201704,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,428",9,201704,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,286",13,201704,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,037",11,201704,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        24,486",4,201704,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        30,668",3,201704,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        47,578",20,201704,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        36,289",23,201704,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,786",26,201704,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        26,087",1,201704,17,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,886",22,201704,19,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,986",4,201704,19,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        36,789",25,201704,20,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,286",28,201704,20,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        36,289",23,201704,20,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,286",16,201704,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,586",9,201704,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,286",6,201704,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        37,278",6,201704,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        24,386",1,201704,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,987",18,201704,22,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,886",27,201704,22,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        23,586",1,201704,23,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,686",8,201704,24,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,186",4,201704,24,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,786",17,201704,26,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,487",15,201704,26,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,578",16,201704,26,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,586",17,201704,26,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,686",4,201704,27,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        33,279",6,201704,27,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,486",3,201704,27,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,687",16,201704,28,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        47,278",18,201704,28,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,986",11,201704,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,186",18,201704,30,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,786",25,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,586",6,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,086",15,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,386",1,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,586",6,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,786",18,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,786",25,201705,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,586",10,201705,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,386",7,201705,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,178",15,201705,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,486",13,201705,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,887",15,201705,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,486",14,201705,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,787",16,201705,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        36,978",12,201705,4,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,786",6,201705,4,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        46,578",19,201705,4,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,786",17,201705,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,886",10,201705,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        37,788",29,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        26,287",4,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        35,789",26,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,186",7,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,287",9,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        37,678",11,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,186",5,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        22,986",2,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        35,778",10,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,087",7,201705,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,886",6,201705,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,636",6,201705,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,786",22,201705,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,086",12,201705,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,486",7,201705,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        39,678",13,201705,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,886",11,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,286",16,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        23,386",5,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        35,788",29,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,986",13,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,786",17,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,286",23,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,286",24,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,986",4,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,578",19,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,986",6,201705,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        34,068",5,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,686",24,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,486",5,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,086",7,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        34,589",20,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,486",12,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,186",28,201705,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        37,289",29,201705,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,187",10,201705,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,078",16,201705,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        23,487",1,201705,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        45,889",20,201705,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,787",22,201705,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,286",1,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,286",12,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,287",6,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,086",7,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,986",11,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        38,378",7,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,286",9,201705,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,786",25,201705,14,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        23,786",21,201705,14,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,786",24,201705,14,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        19,387",2,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,786",18,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,787",19,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,986",6,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,487",24,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        26,687",7,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        19,887",3,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        23,486",2,201705,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        37,278",6,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        38,789",29,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,486",14,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,086",9,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,787",24,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,187",10,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        24,986",5,201705,16,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,787",17,201705,17,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,986",1,201705,17,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,186",8,201705,17,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,586",8,201705,17,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,286",26,201705,18,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        36,289",10,201705,18,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        34,778",6,201705,18,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,386",20,201705,18,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        22,586",7,201705,18,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        22,986",11,201705,19,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        23,786",26,201705,19,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,186",16,201705,20,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        40,178",11,201705,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,987",14,201705,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        27,987",5,201705,21,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,786",7,201705,22,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        37,999",9,201705,22,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,886",23,201705,23,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        41,578",19,201705,24,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        39,378",7,201705,24,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        36,999",8,201705,24,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        26,487",13,201705,24,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,887",18,201705,26,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,287",6,201705,26,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        40,178",12,201705,27,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        40,778",17,201705,27,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,086",8,201705,28,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        30,187",13,201705,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        30,487",15,201705,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        35,468",5,201705,29,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        30,287",21,201705,30,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,986",11,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,287",21,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,886",9,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,086",6,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        26,287",2,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,586",4,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,286",20,201705,31,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,786",16,201706,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,886",9,201706,1,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,486",3,201706,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,986",5,201706,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,186",8,201706,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        31,287",19,201706,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,786",26,201706,2,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,186",19,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,986",11,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        43,178",14,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        43,178",11,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,486",13,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,486",12,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,886",6,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        31,987",18,201706,3,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        31,787",19,201706,4,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        25,687",2,201706,4,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        39,059",10,201706,4,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,686",2,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        39,178",13,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        40,178",14,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        31,787",13,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,986",1,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        30,787",25,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        31,187",19,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,086",5,201706,5,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,186",10,201706,6,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,787",20,201706,6,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        46,578",20,201706,6,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,486",12,201706,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,686",8,201706,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        28,187",22,201706,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        35,789",25,201706,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,786",16,201706,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,087",5,201706,7,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        31,487",18,201706,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,086",1,201706,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        27,387",6,201706,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,486",1,201706,8,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        30,387",11,201706,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        41,578",9,201706,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        32,486",22,201706,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,986",4,201706,9,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        32,286",17,201706,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9925,"        41,778",6,201706,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        32,786",21,201706,10,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,036",5,201706,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,886",5,201706,11,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        28,786",7,201706,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,986",4,201706,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        27,886",4,201706,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,84.9201,"        38,299",7,201706,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        26,986",5,201706,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,486",1,201706,12,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        37,788",25,201706,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,486",14,201706,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,44.8846,"        37,788",29,201706,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,786",19,201706,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        29,486",12,201706,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        31,786",21,201706,13,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,486",3,201706,14,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9562,"        29,787",17,201706,14,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        25,286",3,201706,15,분,
세종특별자치시 보람동,세종 대방노블랜드3-2 M3 호려울마을1,59.9883,"        30,786",18,201706,15,분,
