계약년월,계약일,시군구,도로조건,계약면적(㎡),전월세구분,보증금(만원),월세(만원),건축년도
201805,17,세종특별자치시 조치원읍 침산리,8m미만,52,전세,"7,300",0,2013
201807,21,세종특별자치시 조치원읍 침산리,12m미만,52.8,전세,"5,000",0,2013
201806,4,세종특별자치시 조치원읍 침산리,8m미만,55,월세,300,50,2012
201803,2,세종특별자치시 조치원읍 침산리,-,55,전세,"7,000",0,2014
201801,8,세종특별자치시 조치원읍 침산리,12m미만,55,전세,"6,000",0,2014
201809,9,세종특별자치시 조치원읍 침산리,12m미만,55,전세,"6,500",0,2013
201806,21,세종특별자치시 조치원읍 침산리,8m미만,55,전세,"8,000",0,2013
201804,28,세종특별자치시 조치원읍 침산리,8m미만,56,전세,"6,000",0,2008
201803,19,세종특별자치시 조치원읍 침산리,-,56.42,전세,"6,500",0,2013
201805,29,세종특별자치시 조치원읍 침산리,12m미만,57,월세,"7,000",5,2012
201811,1,세종특별자치시 조치원읍 침산리,12m미만,60,전세,"6,000",0,2007
201802,22,세종특별자치시 조치원읍 침산리,8m미만,60,전세,"5,000",0,2006
201807,27,세종특별자치시 조치원읍 침산리,8m미만,60,전세,"8,500",0,2014
201807,24,세종특별자치시 조치원읍 침산리,-,61.8,전세,"8,000",0,1984
201809,10,세종특별자치시 조치원읍 침산리,-,80,월세,"7,000",13,2014
201803,9,세종특별자치시 조치원읍 침산리,12m미만,80,전세,"11,000",0,2013
201804,24,세종특별자치시 조치원읍 침산리,12m미만,84,전세,"10,000",0,2013
201812,21,세종특별자치시 조치원읍 침산리,8m미만,99,전세,"12,000",0,2016
201803,11,세종특별자치시 조치원읍 침산리,8m미만,100,월세,"5,000",35,2012
201805,8,세종특별자치시 조치원읍 침산리,8m미만,115,전세,"9,000",0,2008
201810,17,세종특별자치시 조치원읍 침산리,12m미만,236.5,전세,"6,000",0,2012
201804,13,세종특별자치시 조치원읍 평리,8m미만,34,월세,"3,000",30,2014
201811,2,세종특별자치시 조치원읍 평리,8m미만,34,전세,"7,500",0,2014
201804,10,세종특별자치시 조치원읍 평리,8m미만,34,전세,"4,500",0,2014
201811,29,세종특별자치시 조치원읍 평리,8m미만,41,월세,300,30,1989
201806,6,세종특별자치시 조치원읍 평리,-,54.45,전세,"6,000",0,1932
201812,17,세종특별자치시 조치원읍 평리,8m미만,64.62,전세,"2,000",0,1993
201802,28,세종특별자치시 조치원읍 평리,8m미만,64.62,전세,"6,000",0,1993
201809,10,세종특별자치시 조치원읍 평리,-,81.27,전세,"8,000",0,1980
201812,15,세종특별자치시 조치원읍 평리,8m미만,84,월세,"1,000",60,2014
201907,2,세종특별자치시 고운동,25m미만,58.82,월세,"3,000",40,2017
201901,4,세종특별자치시 고운동,-,84.96,월세,"15,000",77,
201903,2,세종특별자치시 고운동,12m미만,249.46,전세,"30,000",0,2018
201905,30,세종특별자치시 금남면 감성리,8m미만,13.22,월세,0,20,1958
201909,23,세종특별자치시 금남면 감성리,-,63.8,전세,"12,000",0,2006
201902,18,세종특별자치시 금남면 금천리,8m미만,49.59,전세,"2,000",0,1965
201901,2,세종특별자치시 금남면 달전리,8m미만,33.3,월세,200,15,
201912,13,세종특별자치시 금남면 두만리,8m미만,41.25,전세,"2,000",0,1911
201901,20,세종특별자치시 금남면 두만리,8m미만,60,전세,"2,000",0,
201902,15,세종특별자치시 금남면 두만리,8m미만,73.03,월세,"1,300",40,1996
201906,29,세종특별자치시 금남면 두만리,8m미만,99.59,월세,"3,000",60,2007
201912,16,세종특별자치시 금남면 발산리,12m미만,99,전세,"10,000",0,2015
201906,7,세종특별자치시 금남면 발산리,8m미만,99.1,월세,"1,000",40,2001
201904,22,세종특별자치시 금남면 신촌리,8m미만,73.68,전세,"4,000",0,1923
201908,22,세종특별자치시 금남면 신촌리,8m미만,84,월세,500,30,2003
201904,25,세종특별자치시 금남면 신촌리,8m미만,140.24,전세,"7,000",0,1998
201902,17,세종특별자치시 금남면 영곡리,-,149.37,월세,"4,000",35,2018
201903,6,세종특별자치시 금남면 영곡리,8m미만,180.03,전세,"7,000",0,
201901,25,세종특별자치시 금남면 영치리,8m미만,25,전세,"1,000",0,
201908,23,세종특별자치시 금남면 용담리,8m미만,93.18,전세,"4,000",0,
201908,23,세종특별자치시 금남면 용담리,8m미만,93.18,전세,"4,000",0,2011
201901,16,세종특별자치시 금남면 용포리,25m미만,17,월세,100,30,2012
201907,19,세종특별자치시 금남면 용포리,8m미만,17,월세,100,35,2013
201906,19,세종특별자치시 금남면 용포리,8m미만,17,월세,200,40,2012
201912,20,세종특별자치시 금남면 용포리,8m미만,17,월세,100,33,2012
201903,21,세종특별자치시 금남면 용포리,8m미만,17,월세,100,33,2013
201912,24,세종특별자치시 금남면 용포리,8m미만,17,월세,100,36,2012
201901,25,세종특별자치시 금남면 용포리,-,17,전세,"4,000",0,2013
201904,27,세종특별자치시 금남면 용포리,-,17,전세,"3,300",0,2013
201901,9,세종특별자치시 금남면 용포리,-,18,전세,"3,500",0,2013
201906,25,세종특별자치시 금남면 용포리,8m미만,18,전세,"5,000",0,2013
201905,18,세종특별자치시 금남면 용포리,8m미만,19,월세,100,35,2012
201904,9,세종특별자치시 금남면 용포리,12m미만,19.6,월세,500,35,2013
201908,24,세종특별자치시 금남면 용포리,-,19.8,전세,"4,500",0,2013
201901,31,세종특별자치시 금남면 용포리,8m미만,19.83,전세,"4,000",0,2013
201907,23,세종특별자치시 금남면 용포리,8m미만,20,월세,100,36,2012
201908,30,세종특별자치시 금남면 용포리,8m미만,20,월세,50,30,2013
201902,9,세종특별자치시 금남면 용포리,-,20.6,전세,"5,000",0,2014
201910,3,세종특별자치시 금남면 용포리,8m미만,21,전세,"4,000",0,2013
201903,13,세종특별자치시 금남면 용포리,8m미만,21,전세,"3,600",0,2012
201904,23,세종특별자치시 금남면 용포리,8m미만,21,전세,"4,000",0,2012
201909,28,세종특별자치시 금남면 용포리,12m미만,21,전세,"4,000",0,2013
201903,27,세종특별자치시 금남면 용포리,8m미만,23,월세,100,30,2012
201906,2,세종특별자치시 금남면 용포리,8m미만,23,전세,"4,500",0,2014
201912,18,세종특별자치시 금남면 용포리,8m미만,23.1,월세,100,34,2011
201906,19,세종특별자치시 금남면 용포리,8m미만,23.1,전세,"4,500",0,2014
201908,20,세종특별자치시 금남면 용포리,-,23.1,전세,"4,500",0,2012
201903,27,세종특별자치시 금남면 용포리,8m미만,23.1,전세,"4,000",0,2013
201904,5,세종특별자치시 금남면 용포리,8m미만,25,전세,"3,800",0,2013
201902,21,세종특별자치시 금남면 용포리,8m미만,26,월세,100,30,2014
201911,13,세종특별자치시 금남면 용포리,8m미만,26,전세,"5,000",0,2014
201904,15,세종특별자치시 금남면 용포리,8m미만,26,전세,"3,800",0,2014
201901,25,세종특별자치시 금남면 용포리,-,26,전세,"6,500",0,2013
201910,16,세종특별자치시 금남면 용포리,8m미만,28,전세,"5,000",0,2014
201902,21,세종특별자치시 금남면 용포리,8m미만,30.65,월세,150,34,2012
201908,3,세종특별자치시 금남면 용포리,8m미만,33,월세,"3,000",30,2012
201909,2,세종특별자치시 금남면 용포리,12m미만,33,전세,"5,700",0,2013
201907,5,세종특별자치시 금남면 용포리,12m미만,33,전세,"5,700",0,2013
201911,12,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,700",0,2014
201908,15,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,700",0,2014
201910,22,세종특별자치시 금남면 용포리,-,33,전세,"5,700",0,2013
201907,26,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,500",0,2012
201908,29,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,000",0,2012
201902,18,세종특별자치시 금남면 용포리,-,33.06,전세,"5,500",0,2012
201912,22,세종특별자치시 금남면 용포리,8m미만,35,전세,"4,500",0,2013
201903,27,세종특별자치시 금남면 용포리,-,37,전세,"5,500",0,2012
201904,24,세종특별자치시 금남면 용포리,8m미만,42.95,전세,"5,500",0,2014
201901,8,세종특별자치시 금남면 용포리,8m미만,45,전세,"5,500",0,2013
201905,25,세종특별자치시 금남면 용포리,12m미만,66.1,전세,"9,000",0,2013
201904,3,세종특별자치시 금남면 용포리,8m미만,75.33,전세,"3,400",0,2012
201910,15,세종특별자치시 금남면 용포리,8m미만,82.64,전세,"10,000",0,2012
201910,18,세종특별자치시 금남면 용포리,12m미만,82.64,전세,"10,000",0,2011
201909,9,세종특별자치시 금남면 용포리,-,95.22,전세,"5,000",0,1997
201912,9,세종특별자치시 금남면 용포리,8m미만,98.29,전세,"12,000",0,2012
201911,13,세종특별자치시 금남면 용포리,8m미만,99.17,월세,"11,000",10,2014
201912,30,세종특별자치시 금남면 용포리,8m미만,210.47,전세,"13,000",0,2013
201908,2,세종특별자치시 금남면 원봉리,8m미만,67.5,월세,"1,000",45,1997
201910,15,세종특별자치시 금남면 원봉리,8m미만,198.7,전세,"15,000",0,2004
201907,10,세종특별자치시 금남면 호탄리,8m미만,20,월세,200,20,1997
201903,25,세종특별자치시 금남면 호탄리,8m미만,64,전세,"6,000",0,2009
201905,1,세종특별자치시 금남면 황용리,8m미만,48.88,전세,"3,500",0,1954
201907,13,세종특별자치시 나성동,25m이상,30.37,월세,300,35,
201901,15,세종특별자치시 도담동,25m이상,36.54,월세,250,27,
201909,29,세종특별자치시 도담동,-,159.71,전세,"20,000",0,2018
201909,22,세종특별자치시 도담동,12m미만,165.83,전세,"30,000",0,2019
201910,16,세종특별자치시 도담동,12m미만,180.73,월세,"10,000",110,2017
201911,29,세종특별자치시 부강면 부강리,8m미만,15,월세,100,30,2011
201902,2,세종특별자치시 부강면 부강리,12m미만,25,월세,300,25,2013
201907,8,세종특별자치시 부강면 부강리,12m미만,25,월세,200,30,2013
201906,22,세종특별자치시 부강면 부강리,12m미만,25,월세,500,28,2013
201907,5,세종특별자치시 부강면 부강리,8m미만,25,전세,"3,400",0,2011
201905,11,세종특별자치시 부강면 부강리,8m미만,25,전세,"4,000",0,2014
201906,13,세종특별자치시 부강면 부강리,12m미만,25,전세,"3,500",0,2013
201912,23,세종특별자치시 부강면 부강리,12m미만,25,전세,"4,000",0,2017
201912,23,세종특별자치시 부강면 부강리,-,25,전세,"4,000",0,2017
201912,24,세종특별자치시 부강면 부강리,8m미만,25,전세,"3,800",0,2014
201904,27,세종특별자치시 부강면 부강리,8m미만,25,전세,"3,000",0,2016
201903,30,세종특별자치시 부강면 부강리,12m미만,25,전세,300,0,2013
201902,8,세종특별자치시 부강면 부강리,8m미만,27,월세,500,28,2017
201902,12,세종특별자치시 부강면 부강리,12m미만,27,월세,"2,500",8,2013
201907,16,세종특별자치시 부강면 부강리,12m미만,27,월세,500,27,2013
201910,1,세종특별자치시 부강면 부강리,8m미만,27,전세,"3,800",0,2017
201909,24,세종특별자치시 부강면 부강리,8m미만,27,전세,"4,000",0,2017
201908,12,세종특별자치시 부강면 부강리,-,28.85,전세,"2,800",0,2013
201902,18,세종특별자치시 부강면 부강리,12m미만,29.75,월세,100,30,2013
201903,19,세종특별자치시 부강면 부강리,8m미만,29.85,전세,"2,800",0,2013
201907,1,세종특별자치시 부강면 부강리,8m미만,30,월세,200,27,2003
201910,1,세종특별자치시 부강면 부강리,8m미만,30,월세,"3,000",20,2017
201901,2,세종특별자치시 부강면 부강리,12m미만,30,월세,200,34,2013
201903,6,세종특별자치시 부강면 부강리,8m미만,30,월세,300,32,2016
201912,9,세종특별자치시 부강면 부강리,12m미만,30,월세,500,38,2013
201903,10,세종특별자치시 부강면 부강리,12m미만,30,월세,100,28,2012
201902,12,세종특별자치시 부강면 부강리,12m미만,30,월세,"3,000",13,2013
201906,13,세종특별자치시 부강면 부강리,12m미만,30,월세,200,40,2013
201902,15,세종특별자치시 부강면 부강리,8m미만,30,월세,300,34,2013
201906,23,세종특별자치시 부강면 부강리,12m미만,30,월세,200,39,2013
201903,26,세종특별자치시 부강면 부강리,8m미만,30,월세,300,38,2017
201904,27,세종특별자치시 부강면 부강리,8m미만,30,월세,200,30,2013
201902,6,세종특별자치시 부강면 부강리,8m미만,30,전세,"4,500",0,2017
201912,9,세종특별자치시 부강면 부강리,8m미만,30,전세,"4,500",0,2014
201901,12,세종특별자치시 부강면 부강리,8m미만,30,전세,"4,000",0,2017
201902,19,세종특별자치시 부강면 부강리,12m미만,30,전세,"4,000",0,2017
201903,19,세종특별자치시 부강면 부강리,12m미만,30,전세,"4,000",0,2017
201906,20,세종특별자치시 부강면 부강리,8m미만,30,전세,"3,500",0,2014
201909,21,세종특별자치시 부강면 부강리,8m미만,30,전세,"4,200",0,2017
201906,24,세종특별자치시 부강면 부강리,8m미만,30,전세,"3,500",0,2013
201909,26,세종특별자치시 부강면 부강리,8m미만,30,전세,"4,000",0,2017
201905,17,세종특별자치시 부강면 부강리,12m미만,32,전세,"4,000",0,2013
201911,28,세종특별자치시 부강면 부강리,8m미만,32,전세,"3,400",0,2011
201905,3,세종특별자치시 부강면 부강리,8m미만,33,전세,"7,500",0,2017
201906,6,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,000",0,2017
201904,8,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,000",0,2017
201904,26,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,000",0,2017
201904,29,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,000",0,2017
201903,18,세종특별자치시 부강면 부강리,12m미만,33.06,전세,"3,000",0,2013
201909,27,세종특별자치시 부강면 부강리,12m미만,33.06,전세,"3,500",0,2013
201907,13,세종특별자치시 부강면 부강리,8m미만,34.22,월세,200,33,2003
201910,11,세종특별자치시 부강면 부강리,8m미만,35,월세,300,40,2014
201903,31,세종특별자치시 부강면 부강리,12m미만,35,월세,"2,000",25,2017
201905,1,세종특별자치시 부강면 부강리,8m미만,35,전세,"4,500",0,2018
201902,14,세종특별자치시 부강면 부강리,12m미만,35,전세,"3,000",0,2012
201902,18,세종특별자치시 부강면 부강리,8m미만,35,전세,"4,700",0,2017
201903,19,세종특별자치시 부강면 부강리,12m미만,35,전세,"4,500",0,2013
201909,21,세종특별자치시 부강면 부강리,12m미만,35,전세,"5,000",0,2013
201911,22,세종특별자치시 부강면 부강리,8m미만,35,전세,"5,500",0,2017
201912,24,세종특별자치시 부강면 부강리,12m미만,35,전세,"5,000",0,2013
201906,12,세종특별자치시 부강면 부강리,12m미만,38.5,전세,"4,000",0,2013
201901,24,세종특별자치시 부강면 부강리,12m미만,38.85,월세,300,40,2013
201911,7,세종특별자치시 부강면 부강리,12m미만,38.85,전세,"5,000",0,2013
201911,11,세종특별자치시 부강면 부강리,8m미만,38.85,전세,"5,000",0,2017
201902,20,세종특별자치시 부강면 부강리,12m미만,40,월세,500,37,2017
201908,30,세종특별자치시 부강면 부강리,8m미만,40,월세,200,32,2017
201905,1,세종특별자치시 부강면 부강리,8m미만,40,전세,"4,500",0,2018
201907,8,세종특별자치시 부강면 부강리,-,40,전세,"4,000",0,2017
201901,14,세종특별자치시 부강면 부강리,8m미만,40,전세,"4,500",0,2017
201905,17,세종특별자치시 부강면 부강리,8m미만,40,전세,"4,000",0,2011
201901,22,세종특별자치시 부강면 부강리,8m미만,40,전세,"4,500",0,2014
201906,7,세종특별자치시 부강면 부강리,12m미만,41,전세,"5,000",0,2013
201903,8,세종특별자치시 부강면 부강리,12m미만,43,전세,"4,000",0,2012
201902,14,세종특별자치시 부강면 부강리,8m미만,45,월세,500,50,2013
201902,17,세종특별자치시 부강면 부강리,12m미만,45,월세,700,32,2013
201906,18,세종특별자치시 부강면 부강리,8m미만,46.2,월세,200,33,2013
201909,5,세종특별자치시 부강면 부강리,8m미만,46.3,전세,"4,500",0,2013
201905,13,세종특별자치시 부강면 부강리,8m미만,48.25,월세,300,45,2013
201912,19,세종특별자치시 부강면 부강리,8m미만,49,월세,"5,000",31,2013
201911,4,세종특별자치시 부강면 부강리,8m미만,49,전세,"7,000",0,2013
201902,18,세종특별자치시 부강면 부강리,8m미만,49,전세,"7,000",0,2013
201901,1,세종특별자치시 부강면 부강리,8m미만,49.5,월세,300,32,2011
201911,10,세종특별자치시 부강면 부강리,8m미만,49.5,전세,"5,200",0,2017
201901,5,세종특별자치시 부강면 부강리,8m미만,50,월세,500,47,2014
201902,8,세종특별자치시 부강면 부강리,25m미만,50,월세,500,61,2014
201905,22,세종특별자치시 부강면 부강리,8m미만,50,월세,500,47,2014
201905,25,세종특별자치시 부강면 부강리,8m미만,50,월세,500,54,2017
201906,22,세종특별자치시 부강면 부강리,12m미만,52.29,전세,"2,200",0,1978
201906,4,세종특별자치시 부강면 부강리,8m미만,53,전세,"7,000",0,2013
201902,2,세종특별자치시 부강면 부강리,8m미만,55,전세,"6,000",0,2014
201901,7,세종특별자치시 부강면 부강리,8m미만,55,전세,"4,500",0,2011
201903,25,세종특별자치시 부강면 부강리,8m미만,60,전세,"8,000",0,2016
201910,30,세종특별자치시 부강면 부강리,-,65,전세,"6,500",0,2013
201904,22,세종특별자치시 부강면 부강리,12m미만,66,전세,"4,500",0,2013
201905,2,세종특별자치시 부강면 부강리,12m미만,66.11,전세,"3,500",0,1980
201908,6,세종특별자치시 부강면 부강리,12m미만,66.12,전세,"6,500",0,2013
201906,1,세종특별자치시 부강면 부강리,12m미만,70,전세,"6,500",0,2013
201903,8,세종특별자치시 부강면 부강리,12m미만,70,전세,"6,500",0,2013
201908,10,세종특별자치시 부강면 부강리,8m미만,73.98,월세,"1,000",25,1978
201912,3,세종특별자치시 부강면 부강리,-,75,전세,"10,000",0,2014
201905,7,세종특별자치시 부강면 부강리,12m미만,80,전세,"8,000",0,2013
201912,9,세종특별자치시 부강면 부강리,12m미만,80,전세,"6,500",0,2013
201911,22,세종특별자치시 부강면 부강리,8m미만,81,전세,"10,000",0,2013
201905,27,세종특별자치시 부강면 부강리,-,84,전세,"10,000",0,2017
201904,18,세종특별자치시 부강면 부강리,8m미만,85,전세,"8,000",0,2013
201901,14,세종특별자치시 부강면 부강리,12m미만,116,전세,"5,000",0,
201910,10,세종특별자치시 부강면 부강리,12m미만,125,전세,"12,000",0,2013
201910,9,세종특별자치시 부강면 부강리,12m미만,175.04,전세,"10,000",0,1997
201905,15,세종특별자치시 소정면 소정리,-,55.47,전세,"1,000",0,1985
201908,31,세종특별자치시 아름동,12m미만,146.76,월세,"5,000",170,
201912,5,세종특별자치시 어진동,25m이상,19.35,월세,500,40,
201903,24,세종특별자치시 어진동,-,26.76,월세,"2,000",27,
201901,2,세종특별자치시 연기면 보통리,8m미만,23.1,월세,100,28,2013
201902,9,세종특별자치시 연기면 보통리,8m미만,23.1,월세,"2,000",10,2014
201906,4,세종특별자치시 연기면 보통리,8m미만,23.1,전세,"3,500",0,2013
201911,12,세종특별자치시 연기면 보통리,8m미만,23.1,전세,"3,500",0,2013
201908,4,세종특별자치시 연기면 보통리,8m미만,25,월세,100,25,2013
201910,5,세종특별자치시 연기면 보통리,-,25,전세,"3,500",0,2013
201908,10,세종특별자치시 연기면 보통리,-,25,전세,"3,500",0,2014
201903,19,세종특별자치시 연기면 보통리,8m미만,26,월세,"1,000",20,
201903,9,세종특별자치시 연기면 보통리,8m미만,26.44,월세,"1,000",24,2014
201910,10,세종특별자치시 연기면 보통리,8m미만,26.44,월세,500,29,2014
201905,21,세종특별자치시 연기면 보통리,8m미만,26.44,월세,"1,000",24,2014
201903,30,세종특별자치시 연기면 보통리,8m미만,26.44,월세,"1,000",24,2014
201903,9,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"3,500",0,2014
201905,16,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"5,500",0,2014
201901,23,세종특별자치시 연기면 보통리,-,26.44,전세,"3,000",0,
201910,30,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"3,000",0,2014
201910,30,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"3,000",0,2014
201907,30,세종특별자치시 연기면 보통리,-,26.44,전세,"3,500",0,
201912,27,세종특별자치시 연기면 보통리,8m미만,30,월세,100,29,2013
201903,16,세종특별자치시 연기면 보통리,8m미만,30,전세,"4,000",0,2014
201910,24,세종특별자치시 연기면 보통리,8m미만,30,전세,"5,500",0,2013
201908,19,세종특별자치시 연기면 보통리,8m미만,32,전세,"3,000",0,2013
201901,4,세종특별자치시 연기면 보통리,8m미만,33,전세,"4,000",0,2014
201908,30,세종특별자치시 연기면 보통리,8m미만,33,전세,"3,000",0,2014
201910,24,세종특별자치시 연기면 보통리,8m미만,39.66,전세,"6,000",0,2014
201910,10,세종특별자치시 연기면 보통리,8m미만,42.9,전세,"5,000",0,2013
201907,16,세종특별자치시 연기면 보통리,-,50,전세,"7,500",0,2013
201907,16,세종특별자치시 연기면 보통리,-,50,전세,"7,500",0,2013
201907,10,세종특별자치시 연기면 보통리,8m미만,52.8,월세,"2,000",19,2014
201907,15,세종특별자치시 연기면 보통리,8m미만,66,전세,"8,000",0,2014
201912,5,세종특별자치시 연기면 보통리,-,72.7,전세,"9,500",0,2014
201908,30,세종특별자치시 연기면 보통리,-,80,월세,"7,000",15,2013
201901,29,세종특별자치시 연기면 보통리,8m미만,85.28,전세,"9,000",0,2013
201907,12,세종특별자치시 연기면 수산리,8m미만,99,월세,200,31,2011
201911,25,세종특별자치시 연기면 연기리,8m미만,14,전세,"3,000",0,2014
201910,31,세종특별자치시 연기면 연기리,-,21,월세,50,20,
201911,14,세종특별자치시 연기면 연기리,8m미만,23,전세,"3,000",0,2012
201910,13,세종특별자치시 연기면 연기리,8m미만,23.1,월세,"1,000",14,2014
201906,10,세종특별자치시 연기면 연기리,8m미만,23.1,전세,"1,800",0,2014
201911,20,세종특별자치시 연기면 연기리,8m미만,23.1,전세,"2,300",0,2013
201911,7,세종특별자치시 연기면 연기리,8m미만,24,월세,"1,000",10,2013
201907,30,세종특별자치시 연기면 연기리,8m미만,24,전세,"3,000",0,2011
201902,16,세종특별자치시 연기면 연기리,8m미만,26.44,월세,100,22,2014
201901,8,세종특별자치시 연기면 연기리,8m미만,26.44,전세,"2,500",0,
201901,31,세종특별자치시 연기면 연기리,8m미만,28,월세,100,27,2013
201903,15,세종특별자치시 연기면 연기리,8m미만,32,전세,"3,800",0,2014
201902,7,세종특별자치시 연기면 연기리,8m미만,42.9,월세,200,46,2014
201905,4,세종특별자치시 연기면 연기리,8m미만,42.9,전세,"2,500",0,
201906,12,세종특별자치시 연기면 연기리,8m미만,42.9,전세,"2,200",0,2014
201908,29,세종특별자치시 연기면 연기리,8m미만,42.9,전세,"2,200",0,
201901,15,세종특별자치시 연기면 연기리,8m미만,45,월세,"1,000",25,2011
201905,16,세종특별자치시 연기면 연기리,8m미만,45,전세,"4,500",0,2013
201907,29,세종특별자치시 연기면 연기리,8m미만,50,전세,"7,000",0,2012
201903,27,세종특별자치시 연기면 연기리,8m미만,56.1,월세,200,30,1973
201904,24,세종특별자치시 연기면 연기리,-,59.5,전세,"4,800",0,1974
201910,16,세종특별자치시 연기면 연기리,-,65,전세,"7,000",0,2013
201908,13,세종특별자치시 연기면 연기리,8m미만,66,월세,500,40,
201902,22,세종특별자치시 연기면 연기리,8m미만,66,월세,"3,000",45,2012
201910,29,세종특별자치시 연기면 연기리,8m미만,66,월세,"2,000",30,2014
201905,13,세종특별자치시 연기면 연기리,8m미만,66,전세,"2,500",0,2014
201911,19,세종특별자치시 연기면 연기리,-,70,월세,"7,000",10,2012
201905,1,세종특별자치시 연기면 연기리,8m미만,72.7,전세,"7,300",0,2012
201909,10,세종특별자치시 연기면 연기리,8m미만,84.8,전세,"13,000",0,2011
201912,13,세종특별자치시 연기면 연기리,8m미만,86.49,전세,"5,000",0,1987
201901,7,세종특별자치시 연기면 연기리,8m미만,99,월세,"1,000",50,2009
201902,15,세종특별자치시 연기면 연기리,8m미만,143.6,전세,"13,000",0,2013
201907,2,세종특별자치시 연동면 내판리,8m미만,53.6,전세,"3,000",0,1991
201910,9,세종특별자치시 연동면 내판리,-,65.34,월세,200,20,1945
201904,1,세종특별자치시 연동면 응암리,12m미만,94.23,전세,"5,000",0,
201903,13,세종특별자치시 연서면 국촌리,8m미만,16,월세,500,25,1956
201906,5,세종특별자치시 연서면 국촌리,8m미만,44.96,전세,"6,500",0,1956
201902,28,세종특별자치시 연서면 봉암리,8m미만,23,월세,200,25,2013
201908,11,세종특별자치시 연서면 봉암리,12m미만,24,월세,100,25,2014
201907,19,세종특별자치시 연서면 봉암리,12m미만,24,월세,100,30,2013
201906,14,세종특별자치시 연서면 봉암리,8m미만,25,월세,100,24,2014
201908,22,세종특별자치시 연서면 봉암리,8m미만,25,전세,"3,000",0,2013
201907,25,세종특별자치시 연서면 봉암리,8m미만,25,전세,"2,800",0,2013
201904,1,세종특별자치시 연서면 봉암리,8m미만,26,전세,"2,500",0,2013
201902,11,세종특별자치시 연서면 봉암리,8m미만,26,전세,"3,000",0,2013
201911,20,세종특별자치시 연서면 봉암리,8m미만,26.44,전세,"2,500",0,2013
201904,4,세종특별자치시 연서면 봉암리,8m미만,29,월세,"1,500",13,1991
201906,12,세종특별자치시 연서면 봉암리,8m미만,30,월세,"1,500",15,2013
201905,10,세종특별자치시 연서면 봉암리,8m미만,30,전세,"2,500",0,2014
201905,22,세종특별자치시 연서면 봉암리,8m미만,33,월세,"1,000",20,2014
201902,21,세종특별자치시 연서면 봉암리,8m미만,38,월세,"2,500",15,2013
201902,2,세종특별자치시 연서면 봉암리,8m미만,38,전세,"3,500",0,2013
201902,14,세종특별자치시 연서면 봉암리,12m미만,39,월세,"2,000",25,2013
201906,18,세종특별자치시 연서면 봉암리,8m미만,40,전세,"2,500",0,2014
201902,1,세종특별자치시 연서면 봉암리,8m미만,42,전세,"1,000",0,1910
201905,3,세종특별자치시 연서면 봉암리,12m미만,45,월세,900,30,2002
201905,28,세종특별자치시 연서면 봉암리,8m미만,45,전세,"3,000",0,2013
201910,23,세종특별자치시 연서면 봉암리,12m미만,49.91,전세,"5,000",0,2012
201901,2,세종특별자치시 연서면 봉암리,8m미만,52.2,월세,100,45,2014
201909,29,세종특별자치시 연서면 봉암리,8m미만,58,월세,"4,000",25,2013
201910,16,세종특별자치시 연서면 봉암리,-,60,전세,"6,000",0,2013
201909,28,세종특별자치시 연서면 봉암리,8m미만,74.1,월세,"2,500",40,1980
201909,30,세종특별자치시 연서면 봉암리,8m미만,82.6,전세,"7,000",0,
201910,10,세종특별자치시 연서면 봉암리,8m미만,121.32,월세,500,20,1930
201909,10,세종특별자치시 연서면 봉암리,8m미만,139.95,전세,"2,500",0,2013
201909,10,세종특별자치시 연서면 봉암리,8m미만,145.69,월세,"1,000",18,2013
201909,27,세종특별자치시 연서면 봉암리,8m미만,148.44,월세,100,24,2014
201907,14,세종특별자치시 연서면 봉암리,8m미만,154.06,전세,"5,500",0,2014
201910,31,세종특별자치시 연서면 봉암리,12m미만,155.68,월세,100,30,2013
201905,8,세종특별자치시 연서면 봉암리,8m미만,157.06,월세,200,25,2014
201912,23,세종특별자치시 연서면 봉암리,8m미만,159.5,전세,"3,500",0,2013
201907,30,세종특별자치시 연서면 봉암리,8m미만,168.96,전세,"6,000",0,2013
201909,16,세종특별자치시 연서면 쌍류리,8m미만,108.57,전세,"4,000",0,1996
201911,29,세종특별자치시 연서면 쌍전리,8m미만,80.46,월세,"1,000",50,1990
201908,31,세종특별자치시 연서면 와촌리,8m미만,99,월세,"2,000",30,2017
201911,22,세종특별자치시 연서면 월하리,8m미만,40,전세,"6,500",0,2014
201905,15,세종특별자치시 연서면 월하리,-,52.8,전세,"6,500",0,2014
201908,27,세종특별자치시 연서면 월하리,8m미만,148.25,월세,50,25,2013
201902,10,세종특별자치시 장군면 금암리,8m미만,15.6,전세,"3,000",0,2011
201902,24,세종특별자치시 장군면 금암리,12m미만,16.53,전세,"3,000",0,2011
