시군구,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
세종특별자치시 부강면 등곡리,목장용지,계획관리지역,8m미만,202001,22,482,"5,013", ,
세종특별자치시 장군면 봉안리,도로,계획관리지역,-,202001,22,5,507, ,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202001,22,165,527,지분,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,202001,22,66,558,지분,
세종특별자치시 장군면 봉안리,임야,계획관리지역,8m미만,202001,22,685,"70,071", ,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202001,22,83,723,지분,
세종특별자치시 소담동,공원,자연녹지지역,-,202001,22,251,766, ,
세종특별자치시 전동면 미곡리,임야,보전관리지역,8m미만,202001,22,165,795,지분,
세종특별자치시 장군면 봉안리,도로,계획관리지역,-,202001,22,8,818, ,
세종특별자치시 소담동,공원,자연녹지지역,-,202001,22,281,857, ,
세종특별자치시 소담동,공원,자연녹지지역,-,202001,22,294,897, ,
세종특별자치시 소담동,공원,자연녹지지역,-,202001,22,307,936, ,
세종특별자치시 소담동,공원,자연녹지지역,-,202001,22,321,979, ,
세종특별자치시 전의면 금사리,임야,농림지역,-,202001,23,1406,"1,275",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,8m미만,202001,23,116,"1,411",지분,
세종특별자치시 전의면 금사리,임야,계획관리지역,-,202001,23,1902,"1,725",지분,
세종특별자치시 연서면 신대리,답,계획관리지역,-,202001,23,3.3,105,지분,
세종특별자치시 부강면 부강리,대,계획관리지역,8m미만,202001,23,357,"12,000", ,
세종특별자치시 전의면 금사리,임야,농림지역,-,202001,23,496,"2,980",지분,
세종특별자치시 연서면 쌍류리,전,생산관리지역,-,202001,23,883,"20,000", ,
세종특별자치시 연서면 신대리,공장용지,계획관리지역,12m미만,202001,23,3.3,220,지분,
세종특별자치시 연서면 신대리,공장용지,계획관리지역,12m미만,202001,23,3.3,220,지분,
세종특별자치시 연동면 문주리,답,농림지역,-,202001,23,1690,"24,500", ,
세종특별자치시 연서면 신대리,답,계획관리지역,8m미만,202001,23,6.6,240,지분,
세종특별자치시 연서면 신대리,답,계획관리지역,8m미만,202001,23,6.6,246,지분,
세종특별자치시 연서면 신대리,임야,계획관리지역,-,202001,23,16.5,275,지분,
세종특별자치시 연동면 문주리,답,농림지역,8m미만,202001,23,330,"4,800", ,
세종특별자치시 조치원읍 원리,철도용지,자연녹지지역,-,202001,23,101,"5,090", ,
세종특별자치시 연서면 신대리,임야,계획관리지역,-,202001,23,3.3,55,지분,
세종특별자치시 연서면 신대리,답,계획관리지역,-,202001,23,19.8,630,지분,
세종특별자치시 전의면 금사리,임야,계획관리지역,-,202001,23,1653,"9,950", ,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,24,331,"1,100",지분,
세종특별자치시 전의면 유천리,과수원,계획관리지역,8m미만,202001,24,198,"1,782",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,202001,24,1302.48,"10,993",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202001,24,330,"2,890",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,8m미만,202001,27,330,"1,590",지분,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,27,198.5,"1,740",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202001,27,109,"2,630",지분,
세종특별자치시 장군면 대교리,도로,생산관리지역,-,202001,27,2,23,지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,8m미만,202001,27,660,"41,190", ,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202001,27,4,48,지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202001,27,66.13,578,지분,
세종특별자치시 장군면 대교리,도로,보전관리지역,-,202001,27,40,717,지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,8m미만,202001,27,3,93,지분,
세종특별자치시 부강면 문곡리,임야,농림지역,-,202001,27,166.65,995,지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,28,169,"1,015",지분,
세종특별자치시 장군면 하봉리,도로,계획관리지역,-,202001,28,15,"1,100",지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,28,132,"1,160",지분,
세종특별자치시 전의면 신방리,임야,계획관리지역,-,202001,28,50,"1,425",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,8m미만,202001,28,330,"1,558",지분,
세종특별자치시 연서면 기룡리,임야,보전관리지역,-,202001,28,181,"1,568",지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,28,182,"1,595",지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,28,198,"1,740",지분,
세종특별자치시 전의면 신방리,임야,계획관리지역,-,202001,28,66,"1,862",지분,
세종특별자치시 장군면 하봉리,대,계획관리지역,8m미만,202001,28,145.2,"12,100",지분,
세종특별자치시 연서면 용암리,전,생산관리지역,-,202001,28,1230,"14,100", ,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,28,244,"2,146",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,-,202001,28,661,"3,180",지분,
세종특별자치시 연서면 용암리,전,생산관리지역,8m미만,202001,28,340,"3,900", ,
세종특별자치시 전의면 읍내리,대,계획관리지역,-,202001,28,528,"47,388", ,
세종특별자치시 장군면 하봉리,도로,계획관리지역,-,202001,28,5.1,550,지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,28,66,580,지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,28,793,"6,960",지분,
세종특별자치시 연서면 성제리,답,농림지역,12m미만,202001,28,2205,"66,700", ,
세종특별자치시 전의면 금사리,대,계획관리지역,8m미만,202001,28,436,"8,500", ,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202001,29,1024.8,"1,175",지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,29,1322,"11,600",지분,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,29,330,"2,900",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,202001,29,165,283,지분,
세종특별자치시 전동면 송성리,답,계획관리지역,8m미만,202001,29,58,300, ,
세종특별자치시 연기면 수산리,답,생산관리지역,-,202001,29,1158,"43,750", ,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,202001,29,339.9,"44,000", ,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,202001,29,345.9,"45,000", ,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202001,29,99,870,지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,30,198,"1,014",지분,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,30,132,"1,160",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,30,231,"1,183",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,30,198,"1,194",지분,
세종특별자치시 조치원읍 신흥리,도로,제2종일반주거지역,-,202001,30,22.33,"1,300",지분,
세종특별자치시 조치원읍 신흥리,도로,제2종일반주거지역,-,202001,30,23.67,"1,400",지분,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,30,165.5,"1,450",지분,
세종특별자치시 조치원읍 신흥리,도로,제2종일반주거지역,-,202001,30,25.67,"1,500",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,-,202001,30,330,"1,590",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,30,331,"1,690",지분,
세종특별자치시 소정면 대곡리,임야,보전관리지역,8m미만,202001,30,165,"1,950",지분,
세종특별자치시 전의면 신방리,임야,농림지역,-,202001,30,16.5,120,지분,
세종특별자치시 연서면 쌍전리,전,자연녹지지역,8m미만,202001,30,383,"13,000", ,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,30,294,"2,581",지분,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,30,330.5,"2,900",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,202001,30,6011,"20,000",지분,
세종특별자치시 전의면 신방리,임야,농림지역,-,202001,30,33,239,지분,
세종특별자치시 연서면 쌍전리,대,자연녹지지역,8m미만,202001,30,889,"30,000", ,
세종특별자치시 아름동,대,일반상업지역,25m미만,202001,30,1224.1,"306,025", ,
세종특별자치시 소정면 소정리,전,계획관리지역,8m미만,202001,30,2119,"57,600", ,
세종특별자치시 금남면 성덕리,임야,계획관리지역,8m미만,202001,30,60,576, ,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,30,66,580,지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,-,202001,30,149,687,지분,
세종특별자치시 금남면 금천리,전,개발제한구역,8m미만,202001,30,1478,"8,600", ,
세종특별자치시 장군면 산학리,임야,농림지역,8m미만,202001,30,99,867,지분,
세종특별자치시 장군면 송학리,임야,농림지역,-,202001,30,99,870,지분,
세종특별자치시 전의면 관정리,임야,계획관리지역,-,202001,31,309,"1,027",지분,
세종특별자치시 전의면 양곡리,임야,농림지역,-,202001,31,148,"1,076",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202001,31,198,"1,194",지분,
세종특별자치시 전의면 양곡리,임야,농림지역,-,202001,31,165,"1,195",지분,
세종특별자치시 장군면 대교리,공원,보전관리지역,-,202001,31,30.1,"1,264",지분,
세종특별자치시 전동면 송성리,임야,농림지역,8m미만,202001,31,247,"1,575",지분,
세종특별자치시 전의면 관정리,임야,농림지역,25m미만,202001,31,505,"1,679",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,8m미만,202001,31,4,124,지분,
세종특별자치시 연기면 눌왕리,대,계획관리지역,8m미만,202001,31,598,"15,000", ,
세종특별자치시 해밀동,대,용도미지정,-,202001,31,315,"18,330", ,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202001,31,429,"2,587",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202001,31,20,200,지분,
세종특별자치시 연서면 청라리,임야,농림지역,8m미만,202001,31,195.04,210,지분,
세종특별자치시 장군면 대교리,공원,보전관리지역,-,202001,31,5,210,지분,
세종특별자치시 장군면 대교리,도로,보전관리지역,-,202001,31,33,251,지분,
세종특별자치시 전동면 석곡리,전,보전관리지역,-,202001,31,2572,"27,230", ,
세종특별자치시 장군면 대교리,공원,보전관리지역,-,202001,31,6.6,277,지분,
세종특별자치시 연서면 와촌리,답,계획관리지역,-,202001,31,2813,"28,862", ,
세종특별자치시 장군면 대교리,공원,보전관리지역,-,202001,31,74.2,"3,116",지분,
세종특별자치시 장군면 대교리,도로,보전관리지역,-,202001,31,76.2,"3,200",지분,
세종특별자치시 장군면 대교리,도로,보전관리지역,-,202001,31,76.5,"3,213",지분,
세종특별자치시 전의면 달전리,전,생산관리지역,-,202001,31,47,300,지분,
세종특별자치시 장군면 대교리,도로,생산관리지역,-,202001,31,3,34,지분,
세종특별자치시 장군면 대교리,대,보전관리지역,-,202001,31,787,"34,000", ,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202001,31,186,"4,200",지분,
세종특별자치시 장군면 대교리,공원,보전관리지역,-,202001,31,108.7,"4,565",지분,
세종특별자치시 전동면 심중리,임야,보전관리지역,-,202001,31,3489,"40,000", ,
세종특별자치시 장군면 대교리,임야,보전관리지역,12m미만,202001,31,660,"45,820", ,
세종특별자치시 장군면 대교리,공원,보전관리지역,-,202001,31,10.8,454,지분,
세종특별자치시 전의면 달전리,전,생산관리지역,8m미만,202001,31,1457.5,"5,000",지분,
세종특별자치시 연기면 눌왕리,전,보전관리지역,8m미만,202001,31,605,"7,000", ,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202001,31,6,71,지분,
세종특별자치시 연서면 청라리,과수원,생산관리지역,8m미만,202001,31,833,"9,500", ,
세종특별자치시 연서면 청라리,과수원,생산관리지역,8m미만,202001,31,833,"9,500", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,202002,1,134,"1,140",지분,
세종특별자치시 장군면 대교리,도로,생산관리지역,-,202002,1,1,11,지분,
세종특별자치시 장군면 대교리,도로,보전관리지역,-,202002,1,22,163,지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202002,1,119,"2,700",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,1,24037.13,"20,000",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,202002,1,2,24,지분,
세종특별자치시 장군면 용암리,전,계획관리지역,-,202002,1,1836,"24,000", ,
세종특별자치시 연서면 와촌리,답,농림지역,8m미만,202002,1,891,"24,000", ,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202002,1,660,"3,980",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,8m미만,202002,1,2,62,지분,
세종특별자치시 장군면 하봉리,전,농림지역,-,202002,1,369,"8,195", ,
세종특별자치시 전의면 관정리,답,농림지역,12m미만,202002,2,1856,"7,800", ,
세종특별자치시 전동면 송성리,임야,농림지역,8m미만,202002,3,165,"1,050",지분,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,528,"1,278",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,3,337,"1,459",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,-,202002,3,330,"1,590",지분,
세종특별자치시 전동면 송정리,도로,생산관리지역,8m미만,202002,3,209.5,"1,680",지분,
세종특별자치시 금남면 성덕리,도로,보전관리지역,-,202002,3,43,"1,799",지분,
세종특별자치시 연동면 명학리,전,계획관리지역,8m미만,202002,3,94,"1,930", ,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,4721,"11,422",지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,202002,3,278,"11,626", ,
세종특별자치시 장군면 송문리,임야,보전관리지역,-,202002,3,358,"13,080", ,
세종특별자치시 장군면 송문리,임야,보전관리지역,-,202002,3,361,"13,273", ,
세종특별자치시 장군면 송문리,임야,보전관리지역,-,202002,3,419,"13,630", ,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,5975,"14,456",지분,
세종특별자치시 전동면 송정리,도로,생산관리지역,-,202002,3,18.5,150,지분,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202002,3,333,"2,010",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,8m미만,202002,3,429,"2,067",지분,
세종특별자치시 전의면 양곡리,답,계획관리지역,8m미만,202002,3,59,"2,070",지분,
세종특별자치시 연동면 명학리,전,계획관리지역,8m미만,202002,3,104,"2,135", ,
세종특별자치시 장군면 송문리,임야,보전관리지역,-,202002,3,63,"2,160",지분,
세종특별자치시 장군면 송문리,임야,보전관리지역,-,202002,3,64,"2,207",지분,
세종특별자치시 장군면 송문리,임야,보전관리지역,-,202002,3,68,"2,210",지분,
세종특별자치시 금남면 성덕리,도로,보전관리지역,-,202002,3,63,"2,630",지분,
세종특별자치시 연동면 노송리,답,농림지역,8m미만,202002,3,1738.7,"27,800", ,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,3,66,286,지분,
세종특별자치시 전의면 신정리,임야,농림지역,-,202002,3,132,"3,000",지분,
세종특별자치시 전의면 동교리,답,계획관리지역,8m미만,202002,3,67,"3,100", ,
세종특별자치시 전의면 서정리,임야,계획관리지역,-,202002,3,376,"3,306",지분,
세종특별자치시 전의면 서정리,임야,농림지역,-,202002,3,331,"3,990",지분,
세종특별자치시 연동면 송용리,답,농림지역,8m미만,202002,3,2527,"30,560", ,
세종특별자치시 부강면 문곡리,임야,농림지역,-,202002,3,317.35,328,지분,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202002,3,330.58,379,지분,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,1700,"4,113",지분,
세종특별자치시 금남면 용담리,답,개발제한구역,8m미만,202002,3,221,"4,200", ,
세종특별자치시 전동면 송곡리,임야,계획관리지역,-,202002,3,1742,"4,215", ,
세종특별자치시 전동면 송정리,임야,농림지역,8m미만,202002,3,1854,"4,486", ,
세종특별자치시 전의면 관정리,임야,농림지역,25m미만,202002,3,335,"4,890",지분,
세종특별자치시 연서면 쌍전리,전,자연녹지지역,8m미만,202002,3,763,"41,500", ,
세종특별자치시 전의면 양곡리,도로,계획관리지역,8m미만,202002,3,13,460,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,3,165,495,지분,
세종특별자치시 전동면 송곡리,임야,보전관리지역,-,202002,3,2225,"5,383", ,
세종특별자치시 연서면 청라리,전,생산관리지역,-,202002,3,1732,"5,500", ,
세종특별자치시 금남면 용담리,전,개발제한구역,12m미만,202002,3,2717,"51,700", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,-,202002,3,3192,"57,900", ,
세종특별자치시 전의면 서정리,임야,농림지역,-,202002,3,532,"6,424",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,202002,3,170,645,지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,202002,3,281,650,지분,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,2933,"7,096",지분,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,330,798,지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,-,202002,3,202,"8,446", ,
세종특별자치시 전동면 송정리,임야,계획관리지역,-,202002,3,3535,"8,553", ,
세종특별자치시 장군면 송학리,임야,농림지역,-,202002,3,99,870,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,4,330,"1,430",지분,
세종특별자치시 전의면 신정리,임야,보전관리지역,-,202002,4,331,"1,558",지분,
세종특별자치시 금남면 원봉리,전,계획관리지역,8m미만,202002,4,397,"10,000", ,
세종특별자치시 금남면 황용리,답,개발제한구역,-,202002,4,2023,"10,400", ,
세종특별자치시 전동면 보덕리,전,보전관리지역,8m미만,202002,4,570,"11,600",지분,
세종특별자치시 부강면 금호리,임야,농림지역,-,202002,4,330,"2,050",지분,
세종특별자치시 전동면 송성리,임야,농림지역,8m미만,202002,4,331,"2,100",지분,
세종특별자치시 금남면 황용리,전,개발제한구역,-,202002,4,704,"3,625", ,
세종특별자치시 금남면 영치리,답,개발제한구역,-,202002,4,2030,"30,000", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,-,202002,4,291.33,"4,190",지분,
세종특별자치시 전동면 보덕리,임야,계획관리지역,8m미만,202002,4,20,400, ,
세종특별자치시 장군면 금암리,임야,농림지역,-,202002,4,396.7,540,지분,
세종특별자치시 연서면 고복리,답,농림지역,8m미만,202002,4,3716,"56,200", ,
세종특별자치시 장군면 금암리,대,계획관리지역,8m미만,202002,4,80,"65,000", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,-,202002,4,56.33,810,지분,
세종특별자치시 연서면 월하리,전,자연녹지지역,8m미만,202002,5,74,"1,000", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,-,202002,5,93,"1,200", ,
세종특별자치시 전의면 읍내리,잡종지,계획관리지역,12m미만,202002,5,16,"1,450",지분,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,202002,5,231,"1,995",지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,8m미만,202002,5,8265,"10,548",지분,
세종특별자치시 조치원읍 신흥리,대,제2종일반주거지역,12m미만,202002,5,143,"13,000", ,
세종특별자치시 연기면 수산리,대,계획관리지역,8m미만,202002,5,1.6,144,지분,
세종특별자치시 전동면 보덕리,답,계획관리지역,8m미만,202002,5,2079,"18,800", ,
세종특별자치시 연동면 명학리,대,계획관리지역,8m미만,202002,5,43,"2,000", ,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,5,661,"2,860",지분,
세종특별자치시 연기면 수산리,목장용지,계획관리지역,8m미만,202002,5,2.55,230,지분,
세종특별자치시 금남면 영곡리,임야,보전관리지역,8m미만,202002,5,568,"29,240",지분,
세종특별자치시 전의면 서정리,전,계획관리지역,8m미만,202002,5,783,"3,943", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,8m미만,202002,5,22,300, ,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,5,83,358,지분,
세종특별자치시 장군면 금암리,전,생산관리지역,8m미만,202002,5,49,"4,500", ,
세종특별자치시 금남면 영곡리,임야,보전관리지역,-,202002,5,92,"4,700",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,5,330,422,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,5,99,429,지분,
세종특별자치시 연기면 수산리,대,계획관리지역,8m미만,202002,5,5.25,474,지분,
세종특별자치시 연기면 수산리,목장용지,계획관리지역,8m미만,202002,5,5.39,486,지분,
세종특별자치시 연기면 수산리,목장용지,계획관리지역,8m미만,202002,5,60.37,"5,458",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,-,202002,5,116,592,지분,
세종특별자치시 금남면 영곡리,임야,보전관리지역,-,202002,5,8,60,지분,
세종특별자치시 연기면 수산리,잡종지,계획관리지역,8m미만,202002,5,6.78,612,지분,
세종특별자치시 전의면 관정리,전,계획관리지역,-,202002,5,196,"7,080",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,5,165,715,지분,
세종특별자치시 연서면 국촌리,임야,계획관리지역,-,202002,5,1690,"72,500", ,
세종특별자치시 전의면 서정리,전,농림지역,8m미만,202002,5,1699,"8,557", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,8m미만,202002,5,579,"9,000", ,
세종특별자치시 연기면 수산리,대,계획관리지역,8m미만,202002,5,1.06,96,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,202002,6,257.85,"1,006",지분,
세종특별자치시 연서면 청라리,임야,농림지역,8m미만,202002,6,264.46,"1,032",지분,
세종특별자치시 전동면 송성리,임야,농림지역,8m미만,202002,6,166,"1,050",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,6,248,"1,073",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,202002,6,132.24,"1,116",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,132,"1,156",지분,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,202002,6,198.35,"1,194",지분,
세종특별자치시 전동면 송정리,임야,보전관리지역,-,202002,6,330.57,"1,290",지분,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202002,6,330.58,"1,290",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,202002,6,330.58,"1,390",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,202002,6,165.29,"1,395",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,202002,6,165.29,"1,395",지분,
세종특별자치시 전동면 송정리,임야,보전관리지역,-,202002,6,363.63,"1,419",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,6,331,"1,430",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,165.27,"1,445",지분,
세종특별자치시 전동면 보덕리,임야,농림지역,-,202002,6,247.93,"1,493",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,172,"1,503",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,198,"1,734",지분,
세종특별자치시 부강면 문곡리,임야,농림지역,-,202002,6,317.35,"1,910",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,202002,6,323.96,"1,950",지분,
세종특별자치시 부강면 문곡리,임야,농림지역,-,202002,6,330,"1,990",지분,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202002,6,331,"1,990",지분,
세종특별자치시 전동면 보덕리,임야,농림지역,-,202002,6,330.58,"1,990",지분,
세종특별자치시 연서면 고복리,대,자연환경보전,8m미만,202002,6,328,"11,400", ,
세종특별자치시 연서면 고복리,대,자연환경보전,8m미만,202002,6,390,"13,600", ,
세종특별자치시 전동면 송곡리,임야,보전관리지역,-,202002,6,1136,"13,600", ,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,202002,6,264.9,"2,312",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,331,"2,890",지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,33,289,지분,
세종특별자치시 전동면 청람리,임야,보전관리지역,-,202002,6,499,"3,005",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,6,727,"3,146",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,8m미만,202002,6,330,"3,192",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,8m미만,202002,6,330,"3,950",지분,
세종특별자치시 연서면 청라리,임야,농림지역,8m미만,202002,6,79.33,310,지분,
세종특별자치시 연동면 송용리,답,농림지역,-,202002,6,3305.8,"40,500", ,
세종특별자치시 전의면 금사리,임야,농림지역,-,202002,6,99.17,414,지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,202002,6,1590,"43,200", ,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202002,6,132.23,516,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,6,165,527,지분,
세종특별자치시 전동면 보덕리,임야,농림지역,-,202002,6,95.86,577,지분,
세종특별자치시 부강면 행산리,임야,보전관리지역,8m미만,202002,6,67,578,지분,
세종특별자치시 전동면 송곡리,임야,보전관리지역,8m미만,202002,6,600,"6,800", ,
세종특별자치시 전동면 송곡리,임야,보전관리지역,8m미만,202002,6,600,"6,800", ,
세종특별자치시 전동면 송곡리,임야,보전관리지역,8m미만,202002,6,600,"6,800", ,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,202002,6,165.29,645,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,202002,6,165.29,645,지분,
세종특별자치시 소정면 소정리,임야,농림지역,-,202002,6,165,668,지분,
세종특별자치시 장군면 산학리,목장용지,,-,202002,6,257,"7,479", ,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,202002,6,66,800, ,
세종특별자치시 부강면 금호리,임야,농림지역,-,202002,6,132,820,지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,202002,6,167.09,845,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,202002,7,231,"1,001",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,214,"1,034",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,214,"1,034",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,215,"1,034",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,265,"1,272",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,331,"1,590",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,330,"1,590",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,331,"1,590",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,330,"1,590",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,396,"1,908",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,397,"1,908",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,15175,"15,019",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,-,202002,7,238.02,"2,117",지분,
세종특별자치시 조치원읍 서창리,도로,제1종일반주거지역,-,202002,7,20.21,"2,400",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,8m미만,202002,7,330,"2,550",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,544,"2,624",지분,
세종특별자치시 연서면 봉암리,전,농림지역,8m미만,202002,7,1259.5,"26,670",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,661,"3,180",지분,
세종특별자치시 전동면 미곡리,임야,농림지역,8m미만,202002,7,661,"3,180",지분,
